text,category
JioCinema Movie order kiya using paytm,Entertainment
Water Bill bill Excitel urgent purchase,Bills
Petrol purchased Yatra during vacation,Travel
Gaming using Disney Hotstar after class month end,Entertainment
Hostel Fee bill PG,Rent
Paneer food Haldirams,Food
Electricity Bill via Broadband,Bills
Coffee monthly Blinkit using gpay yesterday,Food
SBI Credit Card Bill pe gaya using phonepe,Bills
Swiggy Dosa se liya,Food
MakeMyTrip Train Ticket order kiya daily expense,Travel
Reliance Fresh Chole Bhature liya monthly weekend,Food
Security Deposit this month Flat,Rent
Fastag Recharge order Fastag using cash festival shopping today,Travel
Pasta using EatFit using upi,Food
Gaming bill BookMyShow for college,Entertainment
Chocolate this week Blue Tokai morning,Food
Excitel Electricity Bill monthly payment,Bills
Flat Rent from Room using phonepe,Rent
EMI from Airtel,Bills
Bowling booking JioCinema using cash late night,Entertainment
Phone Charger order Meesho using debit card,Shopping
Nykaa Jeans diya using phonepe,Shopping
Laptop booking FireBoltt using phonepe daily expense weekend,Shopping
Maintenance this week Apartment in Jaipur monthly,Rent
Petrol food Metro yesterday,Travel
Prime Video Concert pe gaya in Agra,Entertainment
Paneer shopping Haldirams using phonepe for college,Food
JioCinema Movie Ticket bhar diya using paytm in Mumbai urgent purchase,Entertainment
Credit Card Bill monthly Jio using paytm monthly,Bills
Society Flat Rent kharida,Rent
Haldirams Butter pe gaya using cash late night,Food
Metro Train Ticket diya using phonepe in Noida,Travel
Local Dhaba Chocolate ka payment in Noida,Food
Maintenance bought Flat in Agra,Rent
Room Rent subscription Flat using credit card monthly,Rent
Kurti from Nykaa using cash during vacation,Shopping
RedBus Auto ka payment using phonepe for college,Travel
Hostel Fee at Flat daily expense,Rent
Disney Hotstar Gaming liya birthday,Entertainment
Epic Games Music kharida evening,Entertainment
Internet Bill monthly HDFC in Noida late night night,Bills
Lunch Box monthly Puma hostel life,Shopping
Makeup Kit this month Zara using phonepe in Delhi,Shopping
Zara Notebook ka bill,Shopping
Chole Bhature this week Restaurant using credit card evening,Food
Subscription booking Steam in Hyderabad,Entertainment
Prime Video Bowling mangaya using gpay,Entertainment
Evening Snacks via Mess using upi today,Food
Prime Video Cricket Match mangaya during trip,Entertainment
HDFC Internet Bill recharge kiya birthday,Bills
Burger via Faasos using paytm,Food
Rajma Chawal this month Dmart in Noida,Food
Arcade order Disney Hotstar birthday,Entertainment
Oven Story Dosa book ki using upi after class,Food
PG Maintenance pe khaya weekend,Rent
Vi Internet Bill pe gaya birthday today,Bills
Notebook from Boat in Mumbai weekend,Shopping
Decathlon Earbuds se mangaya in Hyderabad hostel life,Shopping
Noodles using Zepto using gpay evening,Food
Cab payment Fastag using gpay in Hyderabad exam week,Travel
Woodland Speaker ka payment today,Shopping
Vi Electricity Bill se liya using paytm during trip,Bills
Spotify Music ke liye payment in Agra,Entertainment
Security Deposit yesterday Flat in Jaipur late night,Rent
ICICI Broadband Bill pe khaya urgent purchase,Bills
Backpack bought Lifestyle in Jaipur,Shopping
Theobroma Burger book ki in Hyderabad after class,Food
Idli Cafe weekend,Food
Electricity Board Recharge ka bill during trip,Bills
Perfume recharge Reebok yesterday,Shopping
Notebook this week amazn night,Shopping
Rajma Chawal from Blue Tokai using upi in Pune daily expense,Food
Room Rent purchase Apartment using paytm,Rent
BSNL Internet Bill pe gaya,Bills
Metro Shoes Notebook recharge kiya in Bangalore birthday yesterday,Shopping
INOX Bowling ke liye payment birthday,Entertainment
Local Market Face Wash liya for hostel today,Shopping
Broadband Broadband Bill kharida,Bills
Arcade weekly BookMyShow in Agra afternoon,Entertainment
Lassi at Pizza Hut,Food
Concert food PlayStation Store,Entertainment
IPL Ticket payment BookMyShow using upi evening,Entertainment
Nykaa Fashion Lunch Box bhar diya using debit card in Jaipur morning,Shopping
Headphones weekly Nike using paytm daily expense weekend,Shopping
Speaker weekly Metro Shoes using debit card,Shopping
Gas Bill payment ACT Fiber using credit card today,Bills
AbhiBus Flight Ticket mangaya using credit card in Mumbai late night,Travel
Internet Bill shopping Excitel in Delhi,Bills
Train Ticket yesterday Rapido using debit card after class yesterday,Travel
Room Rent recharge Society,Rent
Wallet at Shopping Mall monthly evening,Shopping
Shampoo bill Noise festival shopping night,Shopping
Water Department EMI ka payment for office,Bills
Epic Games Cricket Match book ki using upi in Agra hostel life,Entertainment
MakeMyTrip Toll Tax liya,Travel
Airtel Credit Card Bill mangaya,Bills
Watch recharge Lifestyle festival shopping today,Shopping
Cold Coffee using Wow Momo,Food
Goibibo Fastag Recharge se liya daily expense,Travel
Subscription this month Spotify using credit card weekend,Entertainment
Cricket Match food PlayStation Store festival shopping,Entertainment
Metro Ticket recharge Indigo using upi during trip,Travel
College Canteen Ice Cream pe gaya for hostel,Food
HDFC Water Bill pe khaya using cash in Lucknow,Bills
Chole Bhature at Spencer using debit card in Pune night,Food
BookMyShow Music ke liye payment using cash for college,Entertainment
Boat Speaker ka bill for office,Shopping
Myntra Mouse diya in Mumbai night,Shopping
Movie Ticket via PlayStation Store afternoon,Entertainment
Jeans order Adidas using credit card in Noida,Shopping
Parking expense Goibibo using cash for office,Travel
PG House Rent kharida using paytm,Rent
Pen using Lifestyle using upi,Shopping
Phone Cover payment Tata Cliq using credit card late night,Shopping
Local Dhaba Pasta se liya in Mumbai weekend,Food
IRCTC Toll Tax liya using paytm exam week,Travel
Epic Games Movie mangaya evening,Entertainment
Barista Paneer liya using credit card monthly,Food
Nike USB Cable mangaya in Hyderabad weekend,Shopping
Train Ticket bill Petrol Pump using debit card hostel life,Travel
PG Flat Rent book ki weekend today,Rent
Lifestyle Jeans mangaya using gpay,Shopping
EatFit Bread diya festival shopping,Food
Goibibo Bus Ticket pe gaya using paytm in Bangalore birthday,Travel
House Security Deposit bharwaya after class,Rent
Burger monthly College Canteen late night,Food
Society Room Rent se mangaya,Rent
Tata Cliq Shoes ke liye payment using debit card,Shopping
Gas Agency Insurance recharge kiya using debit card in Lucknow,Bills
SpiceJet Cab se liya,Travel
Air India Train Ticket recharge kiya morning,Travel
Kurti monthly Uniqlo,Shopping
House Rent monthly PG using credit card morning,Rent
Gas Bill paid for Electricity Board,Bills
Jeans weekly Mi Store in Jaipur festival shopping,Shopping
IRCTC Fastag Recharge ka bill using phonepe monthly,Travel
Diesel this month Parking hostel life,Travel
Dal Rice expense Barista,Food
Steam IPL Ticket pe gaya morning,Entertainment
Dal Rice using Starbucks for office,Food
Haldirams Idli diya using phonepe in Jaipur for college,Food
Breakfast bill Box8 urgent purchase today,Food
Lunch subscription Burger Singh using gpay birthday,Food
Bottle this month Shoppers Stop month end,Shopping
Flight Ticket order Rapido with friends,Travel
INOX Music mangaya,Entertainment
OnePlus Store Gift pe gaya morning,Shopping
Broadband Gas Bill recharge kiya in Bangalore after class,Bills
Flight Ticket today RedBus in Pune during vacation,Travel
Kurti monthly Noise using debit card,Shopping
Fruits monthly Star Bazaar,Food
Pasta today Hostel Mess using credit card in Noida afternoon,Food
Restaurant Cold Coffee mangaya,Food
Excitel Gas Bill mangaya using debit card,Bills
Rapido Auto kharida,Travel
Chaayos Evening Snacks liya using paytm in Bangalore for family night,Food
Local Dhaba Pizza pe khaya using gpay month end,Food
Flat Rent purchased Apartment in Jaipur,Rent
PG PG Rent se liya monthly,Rent
Phone Charger shopping Shopping Mall in Bangalore,Shopping
BookMyShow Cricket Match recharge kiya during vacation,Entertainment
Broadband Bill at Airtel using cash in Lucknow,Bills
Dmart Milk kharida for college weekend,Food
Shoppers Stop Backpack ka bill using paytm evening,Shopping
Fastag Train Ticket se mangaya,Travel
Burger purchased Mess using gpay in Hyderabad for family,Food
Train Ticket monthly Fastag,Travel
Meesho Hoodie order kiya in Delhi,Shopping
Shampoo subscription Nykaa Fashion month end,Shopping
Metro Ticket purchased Ola using cash during trip night,Travel
Fruits purchased zomoto using paytm,Food
Apartment PG Rent monthly payment using upi,Rent
IPL Ticket today Steam monthly,Entertainment
Xbox Arcade pe gaya,Entertainment
Oven Story Sandwich ka payment,Food
Electricity Board Internet Bill se mangaya in Delhi daily expense,Bills
Flat Flat Rent pe gaya,Rent
ICICI EMI kharida using phonepe morning,Bills
Credit Card Water Bill order kiya birthday month end,Bills
Goibibo Auto order kiya using cash,Travel
Pantaloons Bottle ke liye payment using upi in Jaipur morning yesterday,Shopping
IRCTC Metro Ticket book ki using phonepe exam week,Travel
IPL Ticket expense Xbox using credit card,Entertainment
AbhiBus Parking kharida exam week,Travel
OnePlus Store Notebook ka payment using credit card for family yesterday,Shopping
Gas Agency Water Bill monthly payment using upi birthday,Bills
Bus Ticket yesterday Parking,Travel
Myntra Watch se mangaya using credit card in Hyderabad afternoon,Shopping
Prime Video IPL Ticket kharida using cash,Entertainment
Local Market T Shirt bharwaya using upi in Noida,Shopping
Butter at Hostel Mess using gpay in Jaipur yesterday,Food
Evening Snacks this month Blinkit using phonepe for hostel month end,Food
Apple Store Lunch Box pe gaya in Mumbai,Shopping
Lipstick booking OnePlus Store using credit card weekend month end,Shopping
Coffee subscription Subway,Food
Cricket Match at INOX in Jaipur,Entertainment
Lunch bought Dominos,Food
Water Bill paid for Airtel monthly,Bills
Security Deposit order House,Rent
Fastag Recharge this month IRCTC using debit card in Lucknow,Travel
swiggy Dosa recharge kiya,Food
Toll Tax bill Yatra,Travel
Water Department Recharge monthly payment using gpay,Bills
AbhiBus Bus Ticket diya using credit card in Pune during vacation,Travel
HDFC EMI pe gaya using credit card in Agra birthday afternoon,Bills
Behrouz Paratha book ki for college yesterday,Food
Phone Cover yesterday Decathlon using phonepe in Pune exam week,Shopping
Vi Water Bill order kiya late night,Bills
Steam Movie ka bill using upi,Entertainment
PG Flat Rent recharge kiya using credit card,Rent
EMI at Broadband using cash in Pune night,Bills
Akasa Taxi se mangaya yesterday,Travel
Haldirams Fruits bhar diya for hostel,Food
Laptop bill Decathlon using phonepe yesterday,Shopping
PG Rent purchase Apartment monthly morning,Rent
Gaming from BookMyShow in Lucknow monthly,Entertainment
INOX Gaming diya,Entertainment
Bus Ticket from Goibibo using cash,Travel
Hostel Fee this week Room in Agra,Rent
PG Room Rent se liya using upi after class weekend,Rent
Amazon Jacket bharwaya in Agra,Shopping
Parking shopping AbhiBus using cash with friends,Travel
Society Flat Rent bhar diya in Lucknow today,Rent
Flat Hostel Fee kharida in Pune exam week,Rent
Electricity Bill bought Excitel using cash,Bills
Auto paid for Yatra using cash,Travel
Gaming at PlayStation Store in Noida for family,Entertainment
Westside Makeup Kit diya urgent purchase,Shopping
Train Ticket at Rapido using paytm,Travel
Excitel Credit Card Bill ka bill daily expense evening,Bills
Electricity Bill weekly BSNL exam week yesterday,Bills
Water Department Gas Bill ka bill using debit card,Bills
Xbox Bowling ka payment using paytm in Pune,Entertainment
Broadband Bill monthly ACT Fiber,Bills
Insurance booking ACT Fiber using gpay,Bills
Flipkart Shoes diya afternoon,Shopping
Internet Bill shopping Credit Card during vacation,Bills
Metro Shoes Phone Charger ka payment in Delhi,Shopping
Smoothie using Dmart in Noida,Food
McDonalds Chocolate kharida using phonepe,Food
uber Auto liya in Mumbai,Travel
Subscription shopping BookMyShow hostel life night,Entertainment
Xbox Gaming ka payment for family,Entertainment
Zepto Momos bharwaya in Bangalore monthly month end,Food
HDFC Broadband Bill pe khaya using phonepe after class,Bills
Auto yesterday MakeMyTrip using cash,Travel
Metro Flight Ticket ka bill after class,Travel
Dinner recharge Behrouz weekend,Food
College Canteen Shawarma ke liye payment,Food
Decathlon Notebook mangaya month end,Shopping
Westside Perfume kharida using cash after class morning,Shopping
MakeMyTrip Bus Ticket liya in Hyderabad,Travel
Credit Card Bill booking SBI using paytm during trip,Bills
Sandwich recharge Dominos,Food
BSNL Credit Card Bill se liya using debit card,Bills
Boat Lunch Box ka bill using gpay evening,Shopping
BookMyShow Gaming liya using phonepe daily expense,Entertainment
Electricity Board Electricity Bill pe gaya festival shopping,Bills
Arcade monthly BookMyShow in Agra for office,Entertainment
Nike Books se mangaya using debit card in Bangalore urgent purchase,Shopping
Internet Bill payment Jio using upi urgent purchase,Bills
Starbucks Snacks se mangaya using cash in Delhi for hostel,Food
EMI expense Broadband,Bills
Metro Shoes Saree order kiya late night,Shopping
Starbucks Pasta bhar diya,Food
Recharge weekly Reliance Jio exam week,Bills
Nykaa Fashion Keyboard bhar diya using upi in Hyderabad,Shopping
Credit Card Bill subscription Gas Agency hostel life,Bills
Bread using Mess daily expense,Food
Water Department Recharge kharida using gpay,Bills
Insurance order ICICI in Bangalore,Bills
Sandwich recharge College Canteen afternoon,Food
Chole Bhature this month Chaayos yesterday,Food
Hostel Fee booking Society in Hyderabad afternoon,Rent
Toll Tax this week Rapido weekend,Travel
Reliance Fresh Smoothie ke liye payment using upi,Food
Bottle purchased Max Fashion,Shopping
Airtel Internet Bill bhar diya using cash weekend,Bills
MakeMyTrip Fastag Recharge book ki using paytm,Travel
Flat House Rent bharwaya,Rent
JioMart Shawarma book ki,Food
Recharge purchased SBI using gpay in Hyderabad for office,Bills
Shoes paid for Woodland,Shopping
Petrol Pump Fastag Recharge kharida with friends,Travel
Pen shopping Apple Store using gpay evening,Shopping
Akasa Metro Ticket se mangaya in Mumbai with friends,Travel
USB Cable paid for Shoppers Stop,Shopping
Petrol Pump Flight Ticket ka payment using paytm evening,Travel
Dmart Juice recharge kiya in Agra,Food
Concert today JioCinema using cash hostel life,Entertainment
Water Department Recharge kharida birthday,Bills
